CIK,COMPANY_NAME,FORM_TYPE,DATE_FILED,FILENAME,year,ext,file
1026081,SEIDMAN LAWRENCE B,SC 13D,2011-03-22,edgar/data/1026081/0001026081-11-000011.tx,2011,.txt,edgar/data/1026081/0001026081-11-000011
1026494,CAREY CHRISTOPHER J,SC 13D,2011-02-17,edgar/data/1026494/0001213900-11-000895.tx,2011,.txt,edgar/data/1026494/0001213900-11-000895
1027035,CHILDS JOHN W,SC 13D,2011-03-14,edgar/data/1027035/0000914760-11-000027.tx,2011,.txt,edgar/data/1027035/0000914760-11-000027
102729,VALMONT INDUSTRIES INC,SC 13D,2011-03-25,edgar/data/102729/0000900440-11-000022.txt,2011,.txt,edgar/data/102729/0000900440-11-000022
1029145,KNIGHTSBRIDGE TANKERS,SC 13D,2011-02-07,edgar/data/1029145/0000919574-11-000571.tx,2011,.txt,edgar/data/1029145/0000919574-11-000571
1031516,ENVOY CAPITAL GROUP IN,SC 13D,2011-02-14,edgar/data/1031516/0001019687-11-000538.tx,2011,.txt,edgar/data/1031516/0001019687-11-000538
1031516,ENVOY CAPITAL GROUP IN,SC 13D,2011-02-18,edgar/data/1031516/0001062993-11-000657.tx,2011,.txt,edgar/data/1031516/0001062993-11-000657
1033032,SILVERLEAF RESORTS INC,SC 13D,2011-02-14,edgar/data/1033032/0000905718-11-000015.tx,2011,.txt,edgar/data/1033032/0000905718-11-000015
1034665,BLACKROCK MUNIHOLDINGS,SC 13D,2011-01-11,edgar/data/1034665/0001193125-11-005735.tx,2011,.txt,edgar/data/1034665/0001193125-11-005735
1034884,GLOBAL CAPITAL MANAGEM,SC 13D,2011-01-05,edgar/data/1034884/0000905148-11-000031.tx,2011,.txt,edgar/data/1034884/0000905148-11-000031
1038186,BLACKROCK MUNIHOLDINGS,SC 13D,2011-01-11,edgar/data/1038186/0001193125-11-005762.tx,2011,.txt,edgar/data/1038186/0001193125-11-005762
1038190,BLACKROCK MUNIHOLDINGS,SC 13D,2011-01-11,edgar/data/1038190/0001193125-11-005720.tx,2011,.txt,edgar/data/1038190/0001193125-11-005720
1040161,"PIXELWORKS, INC",SC 13D,2011-03-09,edgar/data/1040161/0001193125-11-060865.tx,2011,.txt,edgar/data/1040161/0001193125-11-060865
1040273,Third Point LLC,SC 13D,2011-02-07,edgar/data/1040273/0000899140-11-000079.tx,2011,.txt,edgar/data/1040273/0000899140-11-000079
1040570,"GeoEye, Inc.",SC 13D,2011-02-25,edgar/data/1040570/0000905718-11-000083.tx,2011,.txt,edgar/data/1040570/0000905718-11-000083
1040850,CANNABIS MEDICAL SOLUT,SC 13D,2011-01-27,edgar/data/1040850/0001078782-11-000241.tx,2011,.txt,edgar/data/1040850/0001078782-11-000241
1040850,CANNABIS MEDICAL SOLUT,SC 13D,2011-01-27,edgar/data/1040850/0001078782-11-000243.tx,2011,.txt,edgar/data/1040850/0001078782-11-000243
1041548,ATNA RESOURCES LTD,SC 13D,2011-01-07,edgar/data/1041548/0000950123-11-001240.tx,2011,.txt,edgar/data/1041548/0000950123-11-001240
1042187,CTI INDUSTRIES CORP,SC 13D,2011-02-28,edgar/data/1042187/0001144204-11-011343.tx,2011,.txt,edgar/data/1042187/0001144204-11-011343
1042810,"EQUITY ONE, INC.",SC 13D,2011-01-14,edgar/data/1042810/0001341004-11-000059.tx,2011,.txt,edgar/data/1042810/0001341004-11-000059
1043961,TRANSGENOMIC INC,SC 13D,2011-01-11,edgar/data/1043961/0001140361-11-002249.tx,2011,.txt,edgar/data/1043961/0001140361-11-002249
1044863,TEFRON LTD,SC 13D,2011-01-12,edgar/data/1044863/0000930413-11-000193.tx,2011,.txt,edgar/data/1044863/0000930413-11-000193
1045126,BLACKROCK MUNIHOLDINGS,SC 13D,2011-01-11,edgar/data/1045126/0001193125-11-005770.tx,2011,.txt,edgar/data/1045126/0001193125-11-005770
1045957,CONTIS DAVID J,SC 13D,2011-01-06,edgar/data/1045957/0000950123-11-000818.tx,2011,.txt,edgar/data/1045957/0000950123-11-000818
1046311,CHOICE HOTELS INTERNAT,SC 13D,2011-02-10,edgar/data/1046311/0001193125-11-030474.tx,2011,.txt,edgar/data/1046311/0001193125-11-030474
1047699,KING PHARMACEUTICALS I,SC 13D,2011-02-10,edgar/data/1047699/0001193125-11-029179.tx,2011,.txt,edgar/data/1047699/0001193125-11-029179
1048462,WEXFORD CAPITAL LP,SC 13D,2011-02-14,edgar/data/1048462/0001104659-11-006941.tx,2011,.txt,edgar/data/1048462/0001104659-11-006941
1048703,"Karpus Management, Inc",SC 13D,2011-01-07,edgar/data/1048703/0001048703-11-000013.tx,2011,.txt,edgar/data/1048703/0001048703-11-000013
1048703,"Karpus Management, Inc",SC 13D,2011-02-10,edgar/data/1048703/0001048703-11-000058.tx,2011,.txt,edgar/data/1048703/0001048703-11-000058
1048703,"Karpus Management, Inc",SC 13D,2011-02-17,edgar/data/1048703/0001048703-11-000073.tx,2011,.txt,edgar/data/1048703/0001048703-11-000073
1048703,"Karpus Management, Inc",SC 13D,2011-02-17,edgar/data/1048703/0001048703-11-000077.tx,2011,.txt,edgar/data/1048703/0001048703-11-000077
1048703,"Karpus Management, Inc",SC 13D,2011-02-17,edgar/data/1048703/0001048703-11-000078.tx,2011,.txt,edgar/data/1048703/0001048703-11-000078
1048703,"Karpus Management, Inc",SC 13D,2011-02-17,edgar/data/1048703/0001048703-11-000079.tx,2011,.txt,edgar/data/1048703/0001048703-11-000079
1051004,BLACKROCK MUNIHOLDINGS,SC 13D,2011-01-11,edgar/data/1051004/0001193125-11-005671.tx,2011,.txt,edgar/data/1051004/0001193125-11-005671
1051251,J CREW GROUP INC,SC 13D,2011-01-18,edgar/data/1051251/0001144204-11-002584.tx,2011,.txt,edgar/data/1051251/0001144204-11-002584
1053648,"Surge Global Energy, I",SC 13D,2011-03-10,edgar/data/1053648/0001493152-11-000068.tx,2011,.txt,edgar/data/1053648/0001493152-11-000068
1053934,BROWN BERNARD A,SC 13D,2011-01-31,edgar/data/1053934/0000946275-11-000027.tx,2011,.txt,edgar/data/1053934/0000946275-11-000027
1053988,BLACKROCK MUNIHOLDINGS,SC 13D,2011-01-11,edgar/data/1053988/0001193125-11-005608.tx,2011,.txt,edgar/data/1053988/0001193125-11-005608
1055949,ISALY SAMUEL D,SC 13D,2011-01-13,edgar/data/1055949/0000947871-11-000028.tx,2011,.txt,edgar/data/1055949/0000947871-11-000028
1055951,ORBIMED ADVISORS LLC,SC 13D,2011-01-13,edgar/data/1055951/0000947871-11-000027.tx,2011,.txt,edgar/data/1055951/0000947871-11-000027
1055951,ORBIMED ADVISORS LLC,SC 13D,2011-02-18,edgar/data/1055951/0001104659-11-008474.tx,2011,.txt,edgar/data/1055951/0001104659-11-008474
1056569,LOEB ARBITRAGE MANAGEM,SC 13D,2011-02-15,edgar/data/1056569/0001056569-11-000015.tx,2011,.txt,edgar/data/1056569/0001056569-11-000015
1056831,FAIRHOLME CAPITAL MANA,SC 13D,2011-02-10,edgar/data/1056831/0001193125-11-030708.tx,2011,.txt,edgar/data/1056831/0001193125-11-030708
1057436,STRATEGIC HOTELS & RES,SC 13D,2011-03-21,edgar/data/1057436/0001140361-11-017876.tx,2011,.txt,edgar/data/1057436/0001140361-11-017876
1057695,NETWORK 1 FINANCIAL GR,SC 13D,2011-01-24,edgar/data/1057695/0001144204-11-003584.tx,2011,.txt,edgar/data/1057695/0001144204-11-003584
1058092,GOLDEN OCEAN GROUP LTD,SC 13D,2011-02-07,edgar/data/1058092/0000919574-11-000571.tx,2011,.txt,edgar/data/1058092/0000919574-11-000571
1058234,BLACKROCK MUNIHOLDINGS,SC 13D,2011-01-11,edgar/data/1058234/0001193125-11-005699.tx,2011,.txt,edgar/data/1058234/0001193125-11-005699
1058811,IMMERSION CORP,SC 13D,2011-01-10,edgar/data/1058811/0001144204-11-001551.tx,2011,.txt,edgar/data/1058811/0001144204-11-001551
1058828,HYPERTENSION DIAGNOSTI,SC 13D,2011-02-11,edgar/data/1058828/0001058828-11-000008.tx,2011,.txt,edgar/data/1058828/0001058828-11-000008
1058828,HYPERTENSION DIAGNOSTI,SC 13D,2011-02-11,edgar/data/1058828/0001058828-11-000009.tx,2011,.txt,edgar/data/1058828/0001058828-11-000009
1058828,HYPERTENSION DIAGNOSTI,SC 13D,2011-02-11,edgar/data/1058828/0001058828-11-000011.tx,2011,.txt,edgar/data/1058828/0001058828-11-000011
1062273,"Socialwise, Inc. (form",SC 13D,2011-02-10,edgar/data/1062273/0001144204-11-007079.tx,2011,.txt,edgar/data/1062273/0001144204-11-007079
1062613,FAIRPOINT COMMUNICATIO,SC 13D,2011-02-03,edgar/data/1062613/0001011438-11-000045.tx,2011,.txt,edgar/data/1062613/0001011438-11-000045
1064060,RETALIX LTD,SC 13D,2011-03-15,edgar/data/1064060/0001514947-11-000001.tx,2011,.txt,edgar/data/1064060/0001514947-11-000001
1064411,R.V.B. Holdings Ltd,SC 13D,2011-02-16,edgar/data/1064411/0001178913-11-000526.tx,2011,.txt,edgar/data/1064411/0001178913-11-000526
1065438,SHREVE CHRISTINE A,SC 13D,2011-02-10,edgar/data/1065438/0001193125-11-030474.tx,2011,.txt,edgar/data/1065438/0001193125-11-030474
1068300,"MetroCorp Bancshares,",SC 13D,2011-03-07,edgar/data/1068300/0001140361-11-014793.tx,2011,.txt,edgar/data/1068300/0001140361-11-014793
1069258,KRATOS DEFENSE & SECUR,SC 13D,2011-02-18,edgar/data/1069258/0000921895-11-000320.tx,2011,.txt,edgar/data/1069258/0000921895-11-000320
1070423,PLAINS ALL AMERICAN PI,SC 13D,2011-02-18,edgar/data/1070423/0000950123-11-015538.tx,2011,.txt,edgar/data/1070423/0000950123-11-015538
1071899,BLACKROCK MUNIHOLDINGS,SC 13D,2011-01-11,edgar/data/1071899/0001193125-11-005686.tx,2011,.txt,edgar/data/1071899/0001193125-11-005686
1071992,CAPITAL BANK CORP,SC 13D,2011-02-04,edgar/data/1071992/0000898822-11-000064.tx,2011,.txt,edgar/data/1071992/0000898822-11-000064
1072341,PLAYBOY ENTERPRISES IN,SC 13D,2011-01-20,edgar/data/1072341/0001019056-11-000085.tx,2011,.txt,edgar/data/1072341/0001019056-11-000085
1073146,AMERICAN INTERNATIONAL,SC 13D,2011-02-04,edgar/data/1073146/0001019687-11-000397.tx,2011,.txt,edgar/data/1073146/0001019687-11-000397
1074952,NUVEEN CALIFORNIA DIVI,SC 13D,2011-01-11,edgar/data/1074952/0001193125-11-005655.tx,2011,.txt,edgar/data/1074952/0001193125-11-005655
1077634,IA GLOBAL INC,SC 13D,2011-02-07,edgar/data/1077634/0001161697-11-000106.tx,2011,.txt,edgar/data/1077634/0001161697-11-000106
1077800,TECHNEST HOLDINGS INC,SC 13D,2011-03-14,edgar/data/1077800/0001072613-11-000299.tx,2011,.txt,edgar/data/1077800/0001072613-11-000299
1078296,PRIM BILLY D,SC 13D,2011-01-28,edgar/data/1078296/0000950123-11-006678.tx,2011,.txt,edgar/data/1078296/0000950123-11-006678
1079405,SAVAGE NEIL W,SC 13D,2011-02-22,edgar/data/1079405/0001078782-11-000448.tx,2011,.txt,edgar/data/1079405/0001078782-11-000448
1080224,EDGAR ONLINE INC,SC 13D,2011-02-23,edgar/data/1080224/0001193125-11-043321.tx,2011,.txt,edgar/data/1080224/0001193125-11-043321
1080720,GABELLI UTILITY TRUST,SC 13D,2011-01-11,edgar/data/1080720/0001193125-11-005609.tx,2011,.txt,edgar/data/1080720/0001193125-11-005609
1081078,API Technologies Corp.,SC 13D,2011-01-31,edgar/data/1081078/0001193125-11-019111.tx,2011,.txt,edgar/data/1081078/0001193125-11-019111
1084750,NAVISITE INC,SC 13D,2011-03-25,edgar/data/1084750/0000807249-11-000103.tx,2011,.txt,edgar/data/1084750/0000807249-11-000103
1084876,RAE SYSTEMS INC,SC 13D,2011-01-28,edgar/data/1084876/0000950123-11-006747.tx,2011,.txt,edgar/data/1084876/0000950123-11-006747
1085277,SKINVISIBLE INC,SC 13D,2011-03-03,edgar/data/1085277/0001255294-11-000084.tx,2011,.txt,edgar/data/1085277/0001255294-11-000084
1086939,NOVAMED INC,SC 13D,2011-02-01,edgar/data/1086939/0000914760-11-000013.tx,2011,.txt,edgar/data/1086939/0000914760-11-000013
1086939,NOVAMED INC,SC 13D,2011-03-03,edgar/data/1086939/0000950123-11-021580.tx,2011,.txt,edgar/data/1086939/0000950123-11-021580
1087786,NUVEEN NEW JERSEY DIVI,SC 13D,2011-01-11,edgar/data/1087786/0001193125-11-005743.tx,2011,.txt,edgar/data/1087786/0001193125-11-005743
1088213,"Nano Mask, Inc.",SC 13D,2011-03-03,edgar/data/1088213/0001179350-11-000022.tx,2011,.txt,edgar/data/1088213/0001179350-11-000022
1088213,"Nano Mask, Inc.",SC 13D,2011-03-03,edgar/data/1088213/0001179350-11-000023.tx,2011,.txt,edgar/data/1088213/0001179350-11-000023
1089044,LABRANCHE & CO INC,SC 13D,2011-02-25,edgar/data/1089044/0001193125-11-047036.tx,2011,.txt,edgar/data/1089044/0001193125-11-047036
1089094,BLACKROCK STRATEGIC MU,SC 13D,2011-01-11,edgar/data/1089094/0001193125-11-005694.tx,2011,.txt,edgar/data/1089094/0001193125-11-005694
1089272,BIG CAT ENERGY CORP,SC 13D,2011-01-07,edgar/data/1089272/0001360865-11-000002.tx,2011,.txt,edgar/data/1089272/0001360865-11-000002
1089447,"MMI INVESTMENTS, L.P.",SC 13D,2011-02-18,edgar/data/1089447/0000921895-11-000320.tx,2011,.txt,edgar/data/1089447/0000921895-11-000320
1090402,JENSON SERVICES INC,SC 13D,2011-02-01,edgar/data/1090402/0001010412-11-000020.tx,2011,.txt,edgar/data/1090402/0001010412-11-000020
1090967,GLOBAL ENERGY INC,SC 13D,2011-02-17,edgar/data/1090967/0001178913-11-000546.tx,2011,.txt,edgar/data/1090967/0001178913-11-000546
1091222,KIRCHER STEPHEN C,SC 13D,2011-01-11,edgar/data/1091222/0001096906-11-000050.tx,2011,.txt,edgar/data/1091222/0001096906-11-000050
1091468,VESTAR CAPITAL PARTNER,SC 13D,2011-03-08,edgar/data/1091468/0001104659-11-012970.tx,2011,.txt,edgar/data/1091468/0001104659-11-012970
1091587,ABB LTD,SC 13D,2011-01-25,edgar/data/1091587/0001104659-11-002679.tx,2011,.txt,edgar/data/1091587/0001104659-11-002679
109177,HARBINGER GROUP INC.,SC 13D,2011-01-18,edgar/data/109177/0000950123-11-003507.txt,2011,.txt,edgar/data/109177/0000950123-11-003507
1091823,KIRK RANDAL J,SC 13D,2011-01-11,edgar/data/1091823/0001140361-11-002249.tx,2011,.txt,edgar/data/1091823/0001140361-11-002249
1091823,KIRK RANDAL J,SC 13D,2011-01-20,edgar/data/1091823/0001140361-11-003560.tx,2011,.txt,edgar/data/1091823/0001140361-11-003560
1093649,IDENIX PHARMACEUTICALS,SC 13D,2011-02-10,edgar/data/1093649/0001144204-11-007326.tx,2011,.txt,edgar/data/1093649/0001144204-11-007326
1096058,COHN JAY N MD,SC 13D,2011-02-11,edgar/data/1096058/0001058828-11-000011.tx,2011,.txt,edgar/data/1096058/0001058828-11-000011
1096974,GOLD DAVID,SC 13D,2011-03-16,edgar/data/1096974/0001341004-11-000719.tx,2011,.txt,edgar/data/1096974/0001341004-11-000719
1097548,NEWCOGEN GROUP LLC,SC 13D,2011-02-22,edgar/data/1097548/0001193125-11-042321.tx,2011,.txt,edgar/data/1097548/0001193125-11-042321
1099957,ROCHESTER RESOURCES LT,SC 13D,2011-02-02,edgar/data/1099957/0000919574-11-000488.tx,2011,.txt,edgar/data/1099957/0000919574-11-000488
1100202,LENCO MOBILE INC.,SC 13D,2011-03-24,edgar/data/1100202/0001086715-11-000033.tx,2011,.txt,edgar/data/1100202/0001086715-11-000033
1102706,KOBEX MINERALS INC.,SC 13D,2011-02-15,edgar/data/1102706/0000919574-11-001602.tx,2011,.txt,edgar/data/1102706/0000919574-11-001602
1106974,WESTERGAARD COM INC,SC 13D,2011-03-04,edgar/data/1106974/0001213900-11-001119.tx,2011,.txt,edgar/data/1106974/0001213900-11-001119
1107329,EHRMAN KENNETH S,SC 13D,2011-02-14,edgar/data/1107329/0000905718-11-000060.tx,2011,.txt,edgar/data/1107329/0000905718-11-000060
1107421,ZIOPHARM ONCOLOGY INC,SC 13D,2011-01-20,edgar/data/1107421/0001140361-11-003560.tx,2011,.txt,edgar/data/1107421/0001140361-11-003560
1108326,WATTERS STEPHEN M,SC 13D,2011-03-21,edgar/data/1108326/0001193125-11-071782.tx,2011,.txt,edgar/data/1108326/0001193125-11-071782
1111665,TELECOMMUNICATION SYST,SC 13D,2011-02-10,edgar/data/1111665/0000950123-11-011848.tx,2011,.txt,edgar/data/1111665/0000950123-11-011848
1111928,IPG PHOTONICS CORP,SC 13D,2011-01-27,edgar/data/1111928/0001111928-11-000015.tx,2011,.txt,edgar/data/1111928/0001111928-11-000015
1113303,STILWELL JOSEPH,SC 13D,2011-01-03,edgar/data/1113303/0000892917-11-000003.tx,2011,.txt,edgar/data/1113303/0000892917-11-000003
1113303,STILWELL JOSEPH,SC 13D,2011-01-28,edgar/data/1113303/0000892917-11-000017.tx,2011,.txt,edgar/data/1113303/0000892917-11-000017
1113303,STILWELL JOSEPH,SC 13D,2011-02-07,edgar/data/1113303/0000892917-11-000023.tx,2011,.txt,edgar/data/1113303/0000892917-11-000023
1113303,STILWELL JOSEPH,SC 13D,2011-02-28,edgar/data/1113303/0000892917-11-000031.tx,2011,.txt,edgar/data/1113303/0000892917-11-000031
1113303,STILWELL JOSEPH,SC 13D,2011-03-28,edgar/data/1113303/0000892917-11-000048.tx,2011,.txt,edgar/data/1113303/0000892917-11-000048
1116734,UNITED ENERGY CORP /NV,SC 13D,2011-02-14,edgar/data/1116734/0001144204-11-008113.tx,2011,.txt,edgar/data/1116734/0001144204-11-008113
1117037,JAGID JEFFREY M,SC 13D,2011-02-14,edgar/data/1117037/0000905718-11-000062.tx,2011,.txt,edgar/data/1117037/0000905718-11-000062
1118941,ENDWAVE CORP,SC 13D,2011-03-07,edgar/data/1118941/0000921895-11-000452.tx,2011,.txt,edgar/data/1118941/0000921895-11-000452
1120193,"NASDAQ OMX GROUP, INC.",SC 13D,2011-01-24,edgar/data/1120193/0001104659-11-002621.tx,2011,.txt,edgar/data/1120193/0001104659-11-002621
1121795,Ghost Technology Inc.,SC 13D,2011-02-07,edgar/data/1121795/0001354488-11-000365.tx,2011,.txt,edgar/data/1121795/0001354488-11-000365
1126136,CRUCELL NV,SC 13D,2011-01-26,edgar/data/1126136/0000950155-11-000006.tx,2011,.txt,edgar/data/1126136/0000950155-11-000006
1128495,ANADYS PHARMACEUTICALS,SC 13D,2011-01-03,edgar/data/1128495/0001193125-11-000442.tx,2011,.txt,edgar/data/1128495/0001193125-11-000442
1132503,SCHALLER EQUITY PARTNE,SC 13D,2011-02-17,edgar/data/1132503/0001398344-11-000412.tx,2011,.txt,edgar/data/1132503/0001398344-11-000412
1133200,MASTERS CHARLES G,SC 13D,2011-01-07,edgar/data/1133200/0001193125-11-003763.tx,2011,.txt,edgar/data/1133200/0001193125-11-003763
1134119,CLINTON GROUP INC,SC 13D,2011-01-07,edgar/data/1134119/0000902664-11-000009.tx,2011,.txt,edgar/data/1134119/0000902664-11-000009
1134119,CLINTON GROUP INC,SC 13D,2011-03-24,edgar/data/1134119/0000922423-11-000137.tx,2011,.txt,edgar/data/1134119/0000922423-11-000137
1137390,BLACKROCK NEW YORK MUN,SC 13D,2011-01-11,edgar/data/1137390/0001193125-11-005781.tx,2011,.txt,edgar/data/1137390/0001193125-11-005781
1137391,BLACKROCK CALIFORNIA M,SC 13D,2011-01-11,edgar/data/1137391/0001193125-11-005692.tx,2011,.txt,edgar/data/1137391/0001193125-11-005692
1137392,BLACKROCK MUNICIPAL IN,SC 13D,2011-01-11,edgar/data/1137392/0001193125-11-005789.tx,2011,.txt,edgar/data/1137392/0001193125-11-005789
1137392,BLACKROCK MUNICIPAL IN,SC 13D,2011-02-17,edgar/data/1137392/0001048703-11-000079.tx,2011,.txt,edgar/data/1137392/0001048703-11-000079
1137393,BLACKROCK MUNICIPAL IN,SC 13D,2011-01-11,edgar/data/1137393/0001193125-11-005658.tx,2011,.txt,edgar/data/1137393/0001193125-11-005658
1137440,BLACKROCK NEW JERSEY M,SC 13D,2011-01-28,edgar/data/1137440/0000919574-11-000377.tx,2011,.txt,edgar/data/1137440/0000919574-11-000377
1138412,GENOPTIX INC,SC 13D,2011-02-11,edgar/data/1138412/0000807249-11-000046.tx,2011,.txt,edgar/data/1138412/0000807249-11-000046
1144986,WARD MELVIN ROYIS,SC 13D,2011-01-14,edgar/data/1144986/0001052918-11-000020.tx,2011,.txt,edgar/data/1144986/0001052918-11-000020
1157408,K12 INC,SC 13D,2011-02-04,edgar/data/1157408/0000950123-11-009261.tx,2011,.txt,edgar/data/1157408/0000950123-11-009261
1159038,BLACKROCK CALIFORNIA M,SC 13D,2011-01-11,edgar/data/1159038/0001193125-11-005706.tx,2011,.txt,edgar/data/1159038/0001193125-11-005706
1159038,BLACKROCK CALIFORNIA M,SC 13D,2011-02-22,edgar/data/1159038/0000894189-11-000658.tx,2011,.txt,edgar/data/1159038/0000894189-11-000658
1159039,BLACKROCK NEW YORK MUN,SC 13D,2011-01-11,edgar/data/1159039/0001193125-11-005811.tx,2011,.txt,edgar/data/1159039/0001193125-11-005811
